id,winpick1,winpick2,winpick3,winpick4,winpick5,losepick1,losepick2,losepick3,losepick4,losepick5
Match_1970,Bruno,Chou,Kadita,Martis,Xavier,Balmond,Jawhead,Lunox,Moskov,Selena
Match_1971,Brody,Clint,Esmeralda,Lolita,Luo Yi,Akai,Faramis,Hanzo,Lesley,Phoveus
Match_1972,Atlas,Chou,Luo Yi,Moskov,Paquito,Akai,Harley,Joy,Julian,Lesley
Match_1973,Claude,Gloo,Khufra,Lancelot,Valentina,Fredrinn,Kaja,Lesley,Terizla,Yve
Match_1974,Claude,Gloo,Hayabusa,Khufra,Yve,Kaja,Karina,Khaleed,Lesley,Valentina
Match_1975,Claude,Gloo,Lancelot,Lolita,Yve,Beatrix,Kaja,Minsitthar,Rafaela,Valentina
Match_1976,Lancelot,Lapu-Lapu,Lesley,Lolita,Yve,Claude,Khufra,Leomord,Minsitthar,Valentina
Match_1977,Arlott,Claude,Faramis,Hayabusa,Kaja,Joy,Khufra,Lancelot,Moskov,Yve
Match_1978,Joy,Khufra,Lancelot,Wanwan,Yve,Arlott,Beatrix,Faramis,Hayabusa,Kaja
Match_1979,Arlott,Khufra,Lancelot,Melissa,Yve,Claude,Franco,Gloo,Ling,Valentina
Match_1980,Chou,Fanny,Joy,Melissa,Valentina,Beatrix,Hayabusa,Martis,Pharsa,Selena
Match_1981,Atlas,Beatrix,Fanny,Gloo,Valentina,Brody,Khufra,Lunox,Martis,Terizla
Match_1982,Fanny,Grock,Joy,Melissa,Pharsa,Johnson,Lancelot,Lesley,Martis,Odette
Match_1983,Khufra,Ling,Valentina,Wanwan,Yu Zhong,Beatrix,Kaja,Martis,Xavier,Yi Sun-shin
Match_1984,Grock,Hayabusa,Kaja,Wanwan,Yve,Bruno,Fanny,Fredrinn,Khufra,Pharsa
Match_1985,Fredrinn,Kaja,Terizla,Valentina,Wanwan,Beatrix,Gloo,Khufra,Lancelot,Pharsa
Match_1986,Franco,Lancelot,Lapu-Lapu,Wanwan,Xavier,Beatrix,Faramis,Julian,Khufra,Phoveus
Match_1987,Faramis,Gusion,Hilda,Lesley,Yin,Alpha,Estes,Moskov,Valentina,Yu Zhong
Match_1988,Edith,Franco,Hanzo,Lesley,Pharsa,Alpha,Estes,Kadita,Martis,Melissa
Match_1989,Diggie,Harith,Moskov,Terizla,Yi Sun-shin,Akai,Cyclops,Khufra,Lapu-Lapu,Lesley
Match_1990,Akai,Atlas,Brody,Edith,Xavier,Angela,Karrie,Ling,Lunox,Minsitthar
Match_1991,Benedetta,Claude,Franco,Harley,Valentina,Freya,Martis,Melissa,Valir,Xavier
Match_1992,Alpha,Hanabi,Hanzo,Natalia,Vale,Alucard,Badang,Brody,Minsitthar,Pharsa
Match_1993,Angela,Clint,Joy,Lapu-Lapu,Valir,Akai,Arlott,Atlas,Harley,Melissa
Match_1994,Atlas,Brody,Lapu-Lapu,Martis,Valentina,Franco,Gatotkaca,Julian,Melissa,Xavier
Match_1995,Alpha,Chou,Gusion,Khufra,Melissa,Lapu-Lapu,Martis,Pharsa,Phoveus,Rafaela
Match_1996,Clint,Hanzo,Lolita,Minsitthar,Yve,Akai,Edith,Hanabi,Helcurt,Vale
Match_1997,Brody,Chou,Fredrinn,Nana,Terizla,Akai,Beatrix,Kaja,Kimmy,Martis
Match_1998,Alpha,Belerick,Clint,Freya,Valir,Franco,Lancelot,Melissa,Yu Zhong,Yve
Match_1999,Aamon,Alpha,Clint,Edith,Xavier,Esmeralda,Khufra,Moskov,Yi Sun-shin,Yve
Match_2000,Alpha,Kadita,Melissa,Pharsa,Yi Sun-shin,Martis,Minsitthar,Saber,Wanwan,Xavier
Match_2001,Alpha,Franco,Layla,Martis,Xavier,Freya,Gloo,Hanabi,Harley,Khufra
Match_2002,Brody,Ling,Terizla,Valir,Xavier,Alpha,Bruno,Estes,Fredrinn,Valentina
Match_2003,Alpha,Bruno,Kaja,Lancelot,Nana,Franco,Hayabusa,Julian,Moskov,Valentina
Match_2004,Alpha,Fanny,Kaja,Melissa,Zhask,Aldous,Brody,Khufra,Valentina,X.Borg
Match_2005,Bruno,Gloo,Martis,Natalia,Yve,Akai,Beatrix,Kaja,Xavier,Zilong
Match_2006,Beatrix,Diggie,Hayabusa,Lapu-Lapu,Valentina,Alpha,Brody,Floryn,Gloo,Vale
Match_2007,Gloo,Lancelot,Lesley,Saber,Valentina,Brody,Edith,Franco,Gusion,Lylia
Match_2008,Arlott,Gloo,Julian,Karrie,Nana,Badang,Hylos,Martis,Pharsa,Popol and Kupa
Match_2009,Change,Gloo,Hanzo,Kaja,Moskov,Beatrix,Harley,Minsitthar,Terizla,Zhask
Match_2010,Faramis,Gloo,Hayabusa,Natan,Xavier,Hanabi,Martis,Selena,Valentina,Zilong
Match_2011,Gloo,Hanabi,Martis,Selena,Xavier,Arlott,Franco,Irithel,Luo Yi,Yin
Match_2012,Atlas,Claude,Edith,Granger,Lylia,Brody,Gloo,Hilda,Kadita,Karina
Match_2013,Aamon,Benedetta,Cecilion,Edith,Miya,Gloo,Harley,Julian,Vexana,Wanwan
Match_2014,Bruno,Gloo,Hayabusa,Natalia,Pharsa,Claude,Cyclops,Edith,Kimmy,X.Borg
Match_2015,Brody,Diggie,Faramis,Gloo,Ling,Atlas,Balmond,Beatrix,Fanny,Valentina
Match_2016,Estes,Karrie,Martis,Vexana,X.Borg,Esmeralda,Eudora,Fredrinn,Kaja,Melissa
Match_2017,Aldous,Clint,Faramis,Lolita,Martis,Diggie,Fredrinn,Gloo,Layla,Valentina
Match_2018,Alucard,Clint,Franco,Yi Sun-shin,Yve,Gloo,Hanabi,Hilda,Martis,Xavier
Match_2019,Clint,Cyclops,Gloo,Gusion,Silvanna,Brody,Eudora,Franco,Martis,Thamuz
Match_2020,Beatrix,Gloo,Harley,Nana,X.Borg,Balmond,Edith,Franco,Miya,Valentina
Match_2021,Alpha,Gloo,Popol and Kupa,Saber,Vale,Hanabi,Harith,Lancelot,Minsitthar,Vexana
Match_2022,Aldous,Brody,Cyclops,Gloo,Vale,Fanny,Franco,Karrie,Lancelot,Vexana
Match_2023,Gloo,Hayabusa,Luo Yi,Minsitthar,Moskov,Beatrix,Change,Edith,Harley,Tigreal
Match_2024,Cyclops,Dyrroth,Gloo,Hanabi,Saber,Beatrix,Martis,Minsitthar,Valir,Zilong
Match_2025,Dyrroth,Franco,Hanabi,Lancelot,Xavier,Beatrix,Khufra,Ling,Minsitthar,Nana
Match_2026,Brody,Hylos,Julian,Lancelot,Terizla,Gloo,Grock,Khufra,Moskov,Valentina
Match_2027,Claude,Fanny,Khufra,Martis,Xavier,Akai,Atlas,Brody,Thamuz,Zhask
Match_2028,Alice,Claude,Edith,Minsitthar,Yi Sun-shin,Brody,Cecilion,Dyrroth,Franco,Paquito
Match_2029,Badang,Fanny,Khufra,Selena,Wanwan,Angela,Brody,Cecilion,Ling,Martis
Match_2030,Khufra,Martis,Minsitthar,Wanwan,Yve,Akai,Atlas,Claude,Valentina,Yu Zhong
Match_2031,Badang,Khufra,Layla,Ling,Valentina,Dyrroth,Franco,Harley,Lancelot,Melissa
Match_2032,Grock,Hanabi,Khufra,Valir,Yi Sun-shin,Atlas,Clint,Fredrinn,Martis,Xavier
Match_2033,Beatrix,Grock,Khufra,Valentina,Yi Sun-shin,Barats,Estes,Karrie,Lapu-Lapu,Pharsa
Match_2034,Cecilion,Hayabusa,Moskov,Natalia,Yin,Brody,Guinevere,Gusion,Minotaur,Xavier
Match_2035,Arlott,Fredrinn,Joy,Kimmy,Lesley,Brody,Gloo,Harley,Lapu-Lapu,Valentina
Match_2036,Brody,Granger,Khufra,Valentina,Zilong,Arlott,Fanny,Johnson,Layla,Pharsa
Match_2037,Barats,Brody,Grock,Khufra,Valentina,Diggie,Fanny,Faramis,Ruby,Wanwan
Match_2038,Brody,Fanny,Joy,Kaja,Pharsa,Badang,Franco,Lancelot,Wanwan,Yve
Match_2039,Cyclops,Fanny,Franco,Irithel,Minsitthar,Beatrix,Minotaur,Roger,Thamuz,Valentina
Match_2040,Claude,Joy,Kaja,Lancelot,Lunox,Brody,Cyclops,Franco,Lapu-Lapu,Martis
Match_2041,Balmond,Brody,Franco,Gusion,Minsitthar,Fanny,Hanabi,Kaja,Lancelot,Pharsa
Match_2042,Brody,Khufra,Lancelot,Pharsa,Yu Zhong,Estes,Freya,Lesley,Martis,Valentina
Match_2043,Fanny,Grock,Harith,Lolita,Melissa,Akai,Benedetta,Cecilion,Franco,Moskov
Match_2044,Brody,Fanny,Grock,Kaja,Valentina,Chou,Khufra,Moskov,Yi Sun-shin,Yve
Match_2045,Brody,Freya,Hanzo,Johnson,Kadita,Aldous,Beatrix,Edith,Karina,Xavier
Match_2046,Clint,Freya,Hanzo,Pharsa,Selena,Brody,Esmeralda,Hilda,Martis,Yve
Match_2047,Brody,Freya,Kaja,Saber,Vale,Atlas,Beatrix,Ling,Paquito,Valentina
Match_2048,Brody,Harley,Hayabusa,Lapu-Lapu,Valentina,Atlas,Claude,Freya,Ling,Xavier
Match_2049,Brody,Freya,Hanzo,Kaja,Pharsa,Beatrix,Kadita,Paquito,Terizla,Valir
Match_2050,Brody,Cyclops,Franco,Freya,Hanzo,Arlott,Hayabusa,Khufra,Melissa,Xavier
Match_2051,Claude,Freya,Hanzo,Kadita,Kagura,Arlott,Granger,Khufra,Pharsa,Wanwan
Match_2052,Brody,Freya,Hanzo,Kagura,Khufra,Atlas,Beatrix,Edith,Fanny,Kadita
Match_2053,Brody,Freya,Hanzo,Natalia,Vale,Fanny,Kaja,Kimmy,Paquito,Yve
Match_2054,Brody,Freya,Hanzo,Khufra,Valentina,Edith,Gloo,Hanabi,Joy,Kadita
Match_2055,Atlas,Brody,Freya,Hanzo,Pharsa,Aamon,Chou,Minotaur,Popol and Kupa,Vexana
Match_2056,Brody,Fanny,Freya,Tigreal,Valentina,Beatrix,Esmeralda,Harith,Lolita,Xavier
Match_2057,Brody,Freya,Kaja,Saber,Yve,Edith,Granger,Melissa,Pharsa,Rafaela
Match_2058,Brody,Franco,Freya,Kadita,Saber,Arlott,Hayabusa,Lolita,Pharsa,Wanwan
Match_2059,Brody,Freya,Hayabusa,Kaja,Luo Yi,Benedetta,Franco,Valentina,Wanwan,Yi Sun-shin
Match_2060,Brody,Freya,Hayabusa,Hilda,Vexana,Franco,Melissa,Pharsa,Yi Sun-shin,Yu Zhong
Match_2061,Brody,Freya,Hayabusa,Johnson,Kadita,Change,Kaja,Martis,Natalia,Wanwan
Match_2062,Brody,Floryn,Freya,Saber,Yve,Alice,Beatrix,Fanny,Khufra,Xavier
Match_2063,Aldous,Brody,Freya,Pharsa,Saber,Akai,Badang,Moskov,Selena,Xavier
Match_2064,Brody,Freya,Kaja,Saber,Valentina,Fanny,Grock,Kadita,Lapu-Lapu,Lesley
Match_2065,Aamon,Faramis,Melissa,Minsitthar,Yu Zhong,Badang,Brody,Carmilla,Cecilion,Martis
Match_2066,Atlas,Change,Claude,Fanny,Lapu-Lapu,Aamon,Aldous,Carmilla,Gord,Hanabi
Match_2067,Balmond,Carmilla,Clint,Lapu-Lapu,Valentina,Brody,Franco,Martis,Nana,Paquito
Match_2068,Carmilla,Clint,Eudora,Joy,Karina,Brody,Edith,Franco,Granger,Xavier
Match_2069,Balmond,Carmilla,Edith,Freya,Moskov,Chou,Layla,Minsitthar,Nana,Saber
Match_2070,Carmilla,Edith,Karrie,Ling,Vale,Estes,Franco,Granger,Miya,Nana
Match_2071,Carmilla,Cecilion,Fanny,Lesley,Minsitthar,Irithel,Kadita,Minotaur,Silvanna,Xavier
Match_2072,Arlott,Harley,Khufra,Luo Yi,Moskov,Brody,Carmilla,Change,Estes,Ling
Match_2073,Aamon,Estes,Faramis,Granger,Terizla,Carmilla,Cecilion,Chou,Karina,Karrie
Match_2074,Layla,Martis,Natalia,Yi Sun-shin,Zhask,Brody,Carmilla,Cyclops,Hilda,Popol and Kupa
Match_2075,Carmilla,Cecilion,Edith,Harley,Wanwan,Fredrinn,Freya,Hanabi,Kadita,Selena
Match_2076,Brody,Cecilion,Chou,Gusion,Rafaela,Carmilla,Hanabi,Lancelot,Martis,Nana
Match_2077,Beatrix,Lancelot,Minotaur,Saber,Yve,Alpha,Brody,Carmilla,Joy,Zhask
Match_2078,Franco,Harith,Minsitthar,Roger,Wanwan,Carmilla,Cecilion,Edith,Joy,Karrie
Match_2079,Aldous,Carmilla,Change,Gusion,Hanabi,Lancelot,Nana,Natan,Paquito,Ruby
Match_2080,Carmilla,Claude,Lapu-Lapu,Pharsa,Saber,Bane,Cecilion,Fredrinn,Melissa,Selena
Match_2081,Aamon,Beatrix,Carmilla,Julian,Valentina,Cecilion,Claude,Harley,Johnson,Karina
Match_2082,Change,Chou,Miya,Ruby,Yin,Carmilla,Lancelot,Lylia,Melissa,Terizla
Match_2083,Aldous,Grock,Harith,Lancelot,Vexana,Badang,Balmond,Brody,Carmilla,Valentina
Match_2084,Aldous,Carmilla,Gusion,Moskov,Vexana,Badang,Ling,Melissa,Selena,Valentina
Match_2085,Aamon,Badang,Brody,Khufra,Vexana,Chou,Edith,Fredrinn,Kagura,Lesley
Match_2086,Edith,Estes,Faramis,Fredrinn,Lesley,Brody,Franco,Harley,Lapu-Lapu,Valentina
Match_2087,Atlas,Badang,Irithel,Ling,Xavier,Brody,Dyrroth,Eudora,Franco,Martis
Match_2088,Bane,Hilda,Karrie,Martis,Vexana,Alice,Khaleed,Masha,Melissa,Minsitthar
Match_2089,Aldous,Hanabi,Khaleed,Valentina,Yi Sun-shin,Brody,Jawhead,Khufra,Minsitthar,Xavier
Match_2090,Atlas,Brody,Cecilion,Harley,Ruby,Alice,Balmond,Khaleed,Nana,Wanwan
Match_2091,Claude,Franco,Freya,Joy,Lylia,Alice,Badang,Beatrix,Johnson,Pharsa
Match_2092,Alice,Chou,Gusion,Khaleed,Moskov,Bruno,Franco,Joy,Selena,Xavier
Match_2093,Badang,Beatrix,Franco,Ling,Pharsa,Grock,Karrie,Martis,Terizla,Valentina
Match_2094,Alice,Alucard,Franco,Hanabi,Khaleed,Belerick,Brody,Cecilion,Hanzo,Masha
Match_2095,Franco,Gloo,Hanabi,Harith,Kadita,Claude,Julian,Khaleed,Lolita,Yve
Match_2096,Julian,Karina,Karrie,Khaleed,Lolita,Estes,Faramis,Layla,Ling,Martis
Match_2097,Atlas,Claude,Edith,Hayabusa,Valentina,Badang,Cecilion,Clint,Julian,Minsitthar
Match_2098,Eudora,Franco,Julian,Khaleed,Moskov,Fanny,Fredrinn,Lunox,Valentina,Wanwan
Match_2099,Barats,Hanabi,Hanzo,Khufra,Vexana,Brody,Kagura,Martis,Minsitthar,Terizla
Match_2100,Alice,Estes,Hanabi,Khaleed,Lylia,Atlas,Brody,Lancelot,Valentina,Yin
Match_2101,Alice,Badang,Estes,Lylia,Moskov,Atlas,Hanabi,Lapu-Lapu,Roger,Valentina
Match_2102,Alice,Estes,Khaleed,Kimmy,Lylia,Benedetta,Bruno,Khufra,Ling,Lunox
Match_2103,Khaleed,Kimmy,Minotaur,Moskov,Valentina,Aamon,Carmilla,Jawhead,Popol and Kupa,Yve
Match_2104,Beatrix,Benedetta,Change,Diggie,Martis,Freya,Irithel,Minsitthar,Nana,Yi Sun-shin
Match_2105,Fanny,Franco,Kagura,Miya,Wanwan,Beatrix,Belerick,Chou,Ling,Yve
Match_2106,Aulus,Faramis,Lancelot,Miya,Yve,Cecilion,Fanny,Khufra,Moskov,Pharsa
Match_2107,Beatrix,Khufra,Miya,Xavier,Yu Zhong,Franco,Lapu-Lapu,Ling,Valentina,Wanwan
Match_2108,Beatrix,Chou,Joy,Kadita,Lapu-Lapu,Arlott,Claude,Fanny,Johnson,Xavier
Match_2109,Faramis,Franco,Karrie,Lesley,Saber,Atlas,Claude,Dyrroth,Gloo,Joy
Match_2110,Diggie,Fanny,Selena,Terizla,Wanwan,Johnson,Kadita,Lylia,Moskov,Sun
Match_2111,Claude,Dyrroth,Edith,Johnson,Kadita,Gusion,Khufra,Lapu-Lapu,Moskov,Sun
Match_2112,Akai,Gloo,Kaja,Melissa,Yve,Claude,Esmeralda,Johnson,Kadita,Sun
Match_2113,Badang,Franco,Karina,Valentina,Wanwan,Beatrix,Gloo,Johnson,Pharsa,Sun
Match_2114,Beatrix,Grock,Johnson,Pharsa,Sun,Cecilion,Claude,Kadita,Leomord,Minsitthar
Match_2115,Jawhead,Johnson,Kadita,Sun,Wanwan,Fanny,Khufra,Lesley,Terizla,Xavier
Match_2116,Johnson,Kadita,Melissa,Ruby,Sun,Atlas,Lancelot,Pharsa,Terizla,Wanwan
Match_2117,Freya,Johnson,Sun,Wanwan,Xavier,Benedetta,Khufra,Lancelot,Moskov,Valentina
Match_2118,Beatrix,Freya,Johnson,Kadita,Sun,Alucard,Grock,Hanzo,Moskov,Yve
Match_2119,Alice,Franco,Jawhead,Kadita,Wanwan,Freya,Johnson,Lesley,Sun,Valentina
Match_2120,Freya,Johnson,Ling,Miya,Natan,Fanny,Kadita,Melissa,Terizla,Xavier
Match_2121,Arlott,Kadita,Khufra,Lancelot,Wanwan,Beatrix,Freya,Johnson,Sun,Xavier
Match_2122,Freya,Johnson,Kagura,Sun,Wanwan,Hayabusa,Khufra,Lesley,Minsitthar,Pharsa
Match_2123,Chou,Kimmy,Lolita,Martis,Wanwan,Claude,Edith,Joy,Kaja,Yve
Match_2124,Fanny,Franco,Lapu-Lapu,Wanwan,Yve,Brody,Chou,Jawhead,Joy,Xavier
Match_2125,Chou,Clint,Hayabusa,Rafaela,Vexana,Cyclops,Gloo,Gusion,Khufra,Melissa
Match_2126,Hayabusa,Khufra,Natan,Xavier,Yu Zhong,Brody,Chou,Julian,Kadita,Valentina
Match_2127,Atlas,Baxia,Clint,Minsitthar,Yve,Beatrix,Chou,Kadita,Kaja,Valentina
Match_2128,Badang,Brody,Lancelot,Mathilda,Valentina,Aamon,Akai,Alice,Claude,Lancelot
Match_2129,Chou,Claude,Cyclops,Kadita,Paquito,Freya,Hanzo,Kaja,Lesley,Valentina
Match_2130,Chou,Claude,Kimmy,Lancelot,Mathilda,Helcurt,Kaja,Lesley,Martis,Pharsa
Match_2131,Claude,Fanny,Gloo,Khufra,Pharsa,Chou,Edith,Karrie,Lancelot,Lunox
Match_2132,Cyclops,Hayabusa,Kaja,Melissa,Terizla,Benedetta,Kagura,Karrie,Khufra,Martis
Match_2133,Beatrix,Chou,Fanny,Khufra,Odette,Brody,Faramis,Julian,Kaja,Lancelot
Match_2134,Akai,Beatrix,Kaja,Phoveus,Yve,Arlott,Fredrinn,Lolita,Valentina,Wanwan
Match_2135,Chou,Estes,Faramis,Natan,Yu Zhong,Atlas,Badang,Claude,Paquito,Valentina
Match_2136,Chou,Clint,Lancelot,Rafaela,Xavier,Beatrix,Kadita,Lapu-Lapu,Leomord,Valentina
Match_2137,Aldous,Brody,Chou,Kadita,Lancelot,Alice,Floryn,Helcurt,Melissa,Valentina
Match_2138,Chou,Claude,Harley,Ling,Martis,Julian,Kadita,Karrie,Lancelot,Yve
Match_2139,Chou,Khufra,Lancelot,Luo Yi,Melissa,Akai,Beatrix,Benedetta,Helcurt,Xavier
Match_2140,Franco,Fredrinn,Lapu-Lapu,Moskov,Valentina,Beatrix,Kimmy,Lolita,Martis,Xavier
Match_2141,Joy,Khufra,Lapu-Lapu,Moskov,Xavier,Akai,Beatrix,Gloo,Nana,Roger
Match_2142,Franco,Joy,Karrie,Minsitthar,Zhask,Badang,Bane,Gusion,Hanabi,Pharsa
Match_2143,Aamon,Arlott,Claude,Esmeralda,Lylia,Cyclops,Dyrroth,Franco,Martis,Melissa
Match_2144,Brody,Gusion,Harley,Kaja,Lapu-Lapu,Bruno,Edith,Franco,Joy,Kadita
Match_2145,Brody,Gloo,Lolita,Lunox,Martis,Dyrroth,Layla,Minsitthar,Selena,Xavier
Match_2146,Beatrix,Guinevere,Julian,Kagura,Khufra,Claude,Dyrroth,Franco,Martis,Valentina
Match_2147,Bruno,Franco,Julian,Ling,Pharsa,Bane,Claude,Minsitthar,Xavier,Yi Sun-shin
Match_2148,Badang,Cecilion,Lesley,Martis,Natalia,Brody,Dyrroth,Gusion,Kimmy,Minsitthar
Match_2149,Arlott,Hilda,Joy,Nana,Popol and Kupa,Clint,Faramis,Hayabusa,Kaja,Terizla
Match_2150,Aldous,Atlas,Brody,Martis,Valentina,Edith,Faramis,Hanabi,Hanzo,Jawhead
Match_2151,Akai,Brody,Cecilion,Minsitthar,Saber,Benedetta,Diggie,Harley,Irithel,Julian
Match_2152,Cyclops,Gloo,Irithel,Johnson,Vale,Cecilion,Claude,Karrie,Minsitthar,Rafaela
Match_2153,Cyclops,Gloo,Gord,Kadita,Lesley,Aldous,Khufra,Martis,Moskov,Nana
Match_2154,Claude,Franco,Hanzo,Paquito,Xavier,Hanabi,Lapu-Lapu,Martis,Nana,Tigreal
Match_2155,Akai,Freya,Lancelot,Melissa,Odette,Gloo,Joy,Moskov,Tigreal,Yve
Match_2156,Angela,Claude,Joy,Kadita,Lesley,Atlas,Edith,Martis,Melissa,Pharsa
Match_2157,Cecilion,Claude,Franco,Hayabusa,Phoveus,Fredrinn,Joy,Luo Yi,Tigreal,Wanwan
Match_2158,Badang,Bruno,Diggie,Joy,Vexana,Beatrix,Eudora,Fanny,Johnson,Minsitthar
Match_2159,Atlas,Chou,Claude,Martis,Pharsa,Akai,Lapu-Lapu,Ling,Luo Yi,Melissa
Match_2160,Fredrinn,Kaja,Moskov,Terizla,Valentina,Akai,Lesley,Pharsa,Yi Sun-shin,Yu Zhong
Match_2161,Akai,Clint,Khaleed,Lancelot,Valentina,Gloo,Khufra,Lesley,Ling,Xavier
Match_2162,Akai,Faramis,Khaleed,Lancelot,Lesley,Helcurt,Kaja,Karrie,Lapu-Lapu,Pharsa
Match_2163,Akai,Hilda,Lancelot,Moskov,Valentina,Fanny,Khufra,Lapu-Lapu,Pharsa,Wanwan
Match_2164,Akai,Hilda,Lancelot,Moskov,Xavier,Badang,Khufra,Lesley,Minsitthar,Yve
Match_2165,Claude,Fanny,Franco,Gloo,Xavier,Akai,Khaleed,Leomord,Lesley,Pharsa
Match_2166,Akai,Alucard,Beatrix,Khaleed,Valentina,Brody,Diggie,Gloo,Hayabusa,Yve
Match_2167,Brody,Joy,Julian,Khufra,Yve,Akai,Arlott,Harley,Lesley,Ling
Match_2168,Akai,Fanny,Gloo,Harley,Lesley,Claude,Kadita,Lancelot,Saber,Silvanna
Match_2169,Chou,Gloo,Lancelot,Lesley,Yve,Akai,Khaleed,Ling,Moskov,Valentina
Match_2170,Akai,Khaleed,Lesley,Ling,Valentina,Badang,Clint,Julian,Khufra,Sun
Match_2171,Akai,Fanny,Khaleed,Lesley,Valentina,Aamon,Brody,Minsitthar,Odette,X.Borg
Match_2172,Akai,Arlott,Lesley,Lunox,Yi Sun-shin,Benedetta,Gloo,Kaja,Wanwan,Yve
Match_2173,Atlas,Beatrix,Esmeralda,Pharsa,Saber,Hayabusa,Kaja,Lunox,Minsitthar,Moskov
Match_2174,Gloo,Kaja,Lesley,Ling,Xavier,Akai,Brody,Joy,Pharsa,Yi Sun-shin
Match_2175,Brody,Faramis,Kagura,Lancelot,Thamuz,Fanny,Hanabi,Martis,Rafaela,Vale
Match_2176,Aamon,Akai,Brody,Joy,Pharsa,Floryn,Julian,Lesley,Martis,Xavier
Match_2177,Aamon,Akai,Brody,Joy,Pharsa,Harith,Kaja,Lancelot,Lapu-Lapu,Wanwan
Match_2178,Diggie,Fredrinn,Kagura,Lapu-Lapu,Melissa,Akai,Faramis,Lancelot,Moskov,Paquito
Match_2179,Beatrix,Hayabusa,Kagura,Lapu-Lapu,Natalia,Alpha,Bane,Moskov,Rafaela,Valentina
Match_2180,Kagura,Lapu-Lapu,Lesley,Ling,Natalia,Beatrix,Edith,Fanny,Minsitthar,Pharsa
Match_2181,Beatrix,Hayabusa,Kagura,Natalia,Terizla,Fanny,Khufra,Lesley,Martis,Pharsa
Match_2182,Fanny,Kagura,Layla,Natalia,Yin,Cecilion,Khufra,Martis,Saber,Wanwan
Match_2183,Cecilion,Gloo,Hanzo,Minotaur,Popol and Kupa,Julian,Kadita,Martis,Melissa,Minsitthar
Match_2184,Beatrix,Edith,Fredrinn,Natalia,Valentina,Arlott,Ling,Melissa,Minsitthar,Vale
Match_2185,Arlott,Hanzo,Moskov,Natalia,Xavier,Claude,Grock,Minsitthar,Valentina,Yi Sun-shin
Match_2186,Brody,Change,Edith,Hanzo,Natalia,Arlott,Franco,Granger,Lancelot,Xavier
Match_2187,Beatrix,Helcurt,Natalia,Terizla,Yve,Angela,Arlott,Claude,Xavier,Yin
Match_2188,Brody,Edith,Hanzo,Natalia,Valentina,Chou,Faramis,Khufra,Natan,Yi Sun-shin
Match_2189,Faramis,Khufra,Lapu-Lapu,Wanwan,Yi Sun-shin,Edith,Hanzo,Moskov,Natalia,Valentina
Match_2190,Edith,Hanzo,Melissa,Natalia,Xavier,Arlott,Brody,Cecilion,Chou,Minsitthar
Match_2191,Atlas,Kimmy,Lapu-Lapu,Moskov,Pharsa,Martis,Melissa,Terizla,Tigreal,Yve
Match_2192,Grock,Hayabusa,Khufra,Nana,Wanwan,Claude,Franco,Kagura,Martis,X.Borg
Match_2193,Beatrix,Belerick,Faramis,Johnson,Julian,Chou,Franco,Hayabusa,Melissa,Valentina
Match_2194,Carmilla,Claude,Kagura,Lancelot,Yu Zhong,Brody,Gloo,Hayabusa,Minsitthar,Xavier
Match_2195,Atlas,Badang,Lancelot,Lesley,Valentina,Gloo,Hylos,Pharsa,Popol and Kupa,Yi Sun-shin
Match_2196,Belerick,Hanabi,Julian,Sun,Valentina,Fanny,Faramis,Khufra,Minsitthar,Moskov
Match_2197,Baxia,Ling,Lunox,Sun,Wanwan,Khufra,Lancelot,Lapu-Lapu,Lylia,Melissa
Match_2198,Badang,Balmond,Change,Lesley,Natalia,Alice,Beatrix,Belerick,Martis,Yve
Match_2199,Aamon,Clint,Edith,Franco,Harith,Brody,Khufra,Ling,Phoveus,Xavier
Match_2200,Belerick,Gloo,Granger,Moskov,Selena,Beatrix,Edith,Silvanna,Vexana,Yin
Match_2201,Cecilion,Gloo,Kaja,Karrie,Ling,Alice,Baxia,Hanzo,Melissa,Xavier
Match_2202,Alice,Belerick,Faramis,Hanzo,Karrie,Gloo,Kaja,Lancelot,Lesley,Valentina
Match_2203,Alice,Baxia,Hanzo,Kadita,Karrie,Brody,Gloo,Martis,Minsitthar,Xavier
Match_2204,Arlott,Belerick,Claude,Hayabusa,Lylia,Cyclops,Harley,Karrie,Selena,Vexana
Match_2205,Akai,Dyrroth,Lolita,Melissa,Xavier,Belerick,Clint,Esmeralda,Lancelot,Valentina
Match_2206,Atlas,Cecilion,Ling,Moskov,Zilong,Beatrix,Change,Kaja,Lancelot,Terizla
Match_2207,Beatrix,Hanzo,Hilda,Nana,Terizla,Brody,Hylos,Lapu-Lapu,Leomord,Pharsa
Match_2208,Alucard,Beatrix,Belerick,Yu Zhong,Yve,Aamon,Minsitthar,Moskov,Terizla,Valir
Match_2209,Harley,Hylos,Martis,Melissa,Minsitthar,Brody,Kaja,Khaleed,Paquito,Xavier
Match_2210,Gloo,Lancelot,Lesley,Lolita,Xavier,Arlott,Baxia,Hanzo,Harley,Kimmy
Match_2211,Brody,Franco,Lapu-Lapu,Ling,Nana,Atlas,Hanzo,Lesley,Paquito,Xavier
Match_2212,Arlott,Claude,Fanny,Hylos,Xavier,Brody,Chou,Khufra,Ling,Valentina
Match_2213,Claude,Franco,Hanzo,Jawhead,Yve,Kaja,Khufra,Lesley,Martis,Xavier
Match_2214,Akai,Beatrix,Franco,Valentina,Yu Zhong,Claude,Khufra,Lancelot,Martis,Xavier
